gene_ID	Description/PFAM
Ga0573226_01_2480262_2480984	GerE
Ga0573226_01_2481245_2482684	DUF2083
Ga0573226_01_2482910_2483212	Autoind_bind
Ga0573226_01_2483314_2484252	HTH_1
Ga0573226_01_2484479_2485285	Creatininase
Ga0573226_01_2485454_2486413	SprArelated
Ga0573226_01_2486564_2487721	MFS_1
Ga0573226_01_2487765_2488553	ABC_tran
Ga0573226_01_2488668_2489255	MarR
Ga0573226_01_2489705_2490160	DNA_binding_1
Ga0573226_01_2490292_2491197	EamA
Ga0573226_01_2491386_2492030	YkuD
Ga0573226_01_2492073_2492600	OmpA
Ga0573226_01_2492705_2493796	LacI
Ga0573226_01_2493867_2495507	BCCT
Ga0573226_01_2495537_2495950	Usp
Ga0573226_01_2496378_2498546	7TMRDISM_7TM
Ga0573226_01_2498696_2499877	Aminotran_1_2
Ga0573226_01_2500093_2501187	CobW_C
Ga0573226_01_2501200_2502177	ANAPC4_WD40
Ga0573226_01_2502192_2502692	DUF2937
Ga0573226_01_2502780_2503679	GO:0001067
Ga0573226_01_2503849_2504412	TetR_N
Ga0573226_01_2504616_2505689	ELFV_dehydrog
Ga0573226_01_2505983_2507860	NicO
Ga0573226_01_2507886_2508644	Peptidase_C26
Ga0573226_01_2508715_2509383	GerE
Ga0573226_01_2509391_2510752	HATPase_c
Ga0573226_01_2510941_2512041	DctP
Ga0573226_01_2512118_2513152	DctQ
Ga0573226_01_2513174_2515840	DctM
Ga0573226_01_2515971_2516369	GFA
Ga0573226_01_2516399_2517124	Response_reg
Ga0573226_01_2517134_2519092	HATPase_c
Ga0573226_01_2519190_2519492	
Ga0573226_01_2519647_2520675	LacI
Ga0573226_01_2520717_2522684	DUF900
Ga0573226_01_2522961_2523356	Glyoxalase
Ga0573226_01_2523726_2525711	AMPbinding
Ga0573226_01_2525708_2526529	ABC_tran
Ga0573226_01_2526545_2527498	BPD_transp_2
Ga0573226_01_2527516_2528592	BPD_transp_2
Ga0573226_01_2528699_2530030	Peripla_BP_6
Ga0573226_01_2530089_2530943	ABC_tran
Ga0573226_01_2530984_2532222	AMPbinding
Ga0573226_01_2532508_2533587	Ferrochelatase
Ga0573226_01_2533788_2534777	GO:0005623
Ga0573226_01_2534774_2535229	GO:0005623
Ga0573226_01_2535265_2536122	MotB_plug
Ga0573226_01_2536147_2536914	MotA_ExbB
Ga0573226_01_2537074_2538087	CBS
Ga0573226_01_2538292_2539749	BBP2_2
Ga0573226_01_2539778_2541112	PG_binding_1
Ga0573226_01_2541143_2542420	DUF459
Ga0573226_01_2542459_2543889	Fer4_20
Ga0573226_01_2543974_2548653	GO:0003824
Ga0573226_01_2549429_2549728	DUF2282
Ga0573226_01_2549838_2550734	DUF692
Ga0573226_01_2550736_2551527	DUF2063
Ga0573226_01_2551564_2552142	DoxX
Ga0573226_01_2552185_2553243	Beta_elim_lyase
Ga0573226_01_2553523_2553969	HSP20
Ga0573226_01_2554245_2554688	
Ga0573226_01_2554784_2555983	Hydrolase_4
Ga0573226_01_2555989_2556786	Inositol_P
Ga0573226_01_2557062_2557982	FGase
Ga0573226_01_2558189_2558548	Response_reg
Ga0573226_01_2558949_2559074	Ribosomal_L36
Ga0573226_01_2559237_2559899	
Ga0573226_01_2559947_2560972	Abhydrolase_1
Ga0573226_01_2561053_2562489	PK
Ga0573226_01_2562486_2562929	DUF1036
Ga0573226_01_2563382_2564191	FGase
Ga0573226_01_2564232_2564528	DUF1244
Ga0573226_01_2564679_2564945	DUF2312
Ga0573226_01_2565017_2566792	Peptidase_M15_2
Ga0573226_01_2567144_2568688	GO:0003700
Ga0573226_01_2568883_2570703	Peptidase_M3
Ga0573226_01_2570717_2571610	DUF3445
Ga0573226_01_2571712_2573091	ABC1
Ga0573226_01_2573185_2573505	COX4_pro_2
Ga0573226_01_2573600_2574271	PseudoU_synth_2
Ga0573226_01_2575374_2576228	TPR_1
Ga0573226_01_2576396_2576728	GO:0005622
Ga0573226_01_2577017_2578414	MatE
Ga0573226_01_2578419_2579513	GO:0005622
Ga0573226_01_2579552_2580043	AIRC
Ga0573226_01_2580177_2580383	DUF465
Ga0573226_01_2581218_2582852	AMPbinding
Ga0573226_01_2582940_2583704	TauE
Ga0573226_01_2583891_2585798	ACAS_N
Ga0573226_01_2585934_2586725	adh_short_C2
Ga0573226_01_2587176_2588984	ABC_membrane
Ga0573226_01_2589281_2589505	Ribosomal_L31
Ga0573226_01_2589854_2590312	
Ga0573226_01_2590437_2590976	DUF1465
Ga0573226_01_2591733_2592737	ADH_N
Ga0573226_01_2592891_2593778	DUF1013
Ga0573226_01_2593928_2594884	NMT1_3
Ga0573226_01_2595006_2596799	DctM
Ga0573226_01_2596911_2597600	Peptidase_M50B
Ga0573226_01_2597759_2598094	PDT
Ga0573226_01_2598131_2598919	GO:0005623
Ga0573226_01_2598946_2599851	adh_short
Ga0573226_01_2599912_2600886	AraC_N
Ga0573226_01_2601055_2601864	Abhydrolase_1
Ga0573226_01_2602328_2603512	Exo_endo_phos
Ga0573226_01_2603549_2604235	HTH_11
Ga0573226_01_2604340_2604735	Ribonuc_LPSP
Ga0573226_01_2605020_2605343	HTH_20
Ga0573226_01_2607215_2608042	LytTR
Ga0573226_01_2608175_2608699	
Ga0573226_01_2608744_2609778	OmpA
Ga0573226_01_2609796_2610785	MotA_ExbB
Ga0573226_01_2611074_2611880	Inositol_P
Ga0573226_01_2611953_2612516	EFP
Ga0573226_01_2612676_2613809	Sel1
Ga0573226_01_2613834_2614475	TMPTENI
Ga0573226_01_2614607_2615674	F_bP_aldolase
Ga0573226_01_2615890_2616261	Glyoxalase
Ga0573226_01_2616281_2617474	GO:0003824
Ga0573226_01_2617491_2618114	LysE
Ga0573226_01_2618497_2619507	Gp_dh_C
Ga0573226_01_2619652_2621640	Transket_pyr
Ga0573226_01_2622341_2622637	DUF4164
Ga0573226_01_2622644_2623024	ZapA
Ga0573226_01_2623861_2625258	Fer4_12
Ga0573226_01_2626168_2626746	5FTHF_cyclig
Ga0573226_01_2626761_2627606	GO:0003824
Ga0573226_01_2627694_2628440	GO:0005622
Ga0573226_01_2628556_2628864	
Ga0573226_01_2628898_2629764	TauE
Ga0573226_01_2629841_2630356	GO:0003674
Ga0573226_01_2630353_2630970	GO:0006974
Ga0573226_01_2630967_2631212	
Ga0573226_01_2631202_2632242	GO:0006974
Ga0573226_01_2632357_2634468	HAMP
Ga0573226_01_2634483_2635025	4HBT
Ga0573226_01_2635291_2635962	GO:0005623
Ga0573226_01_2635966_2636415	ExbD
Ga0573226_01_2636422_2637381	
Ga0573226_01_2637457_2638893	PD40
Ga0573226_01_2639044_2639529	OmpA
Ga0573226_01_2639783_2640727	TPR_16
Ga0573226_01_2640711_2642084	ATP_bind_3
Ga0573226_01_2642351_2644267	AAA
Ga0573226_01_2644433_2645776	PGM_PMM_I
Ga0573226_01_2645992_2646810	OMP_bbrl
Ga0573226_01_2647057_2652159	
Ga0573226_01_2652291_2653469	Aminotran_5
Ga0573226_01_2653546_2655132	2Hacid_dh
Ga0573226_01_2655179_2656075	EamA
Ga0573226_01_2656431_2657723	Adenylsucc_synt
Ga0573226_01_2657984_2659762	
Ga0573226_01_2659914_2660849	BPD_transp_1
Ga0573226_01_2660877_2661818	NMT1
Ga0573226_01_2661840_2664008	CHASE2
Ga0573226_01_2664192_2665079	Sigma70_r1_2
Ga0573226_01_2665258_2666232	GO:0000455
Ga0573226_01_2666937_2667719	DeoRC
Ga0573226_01_2667905_2669299	AAA_23
Ga0573226_01_2669605_2670210	DUF1134
Ga0573226_01_2670325_2670810	YHS
Ga0573226_01_2670980_2671624	HPTransfase
Ga0573226_01_2671759_2674575	CheW
Ga0573226_01_2674572_2675063	CheW
Ga0573226_01_2675102_2675467	Response_reg
Ga0573226_01_2675488_2676708	CheB_methylest
Ga0573226_01_2676705_2677589	CheR
Ga0573226_01_2677874_2678845	Lactamase_B
Ga0573226_01_2678985_2680355	LTD
Ga0573226_01_2680732_2681424	GO:0001067
Ga0573226_01_2681796_2683121	ATPsynt_ab
Ga0573226_01_2683150_2683557	FliJ
Ga0573226_01_2683768_2684202	PqiA
Ga0573226_01_2684228_2685343	DUF2336
Ga0573226_01_2685639_2687936	MS_channel
Ga0573226_01_2688121_2689641	DAO
Ga0573226_01_2689721_2691214	GO:0003824
Ga0573226_01_2691512_2693116	GO:0005488
Ga0573226_01_2693235_2694242	GO:0005623
Ga0573226_01_2694260_2695189	GO:0005623
Ga0573226_01_2695194_2696030	ABC_tran
Ga0573226_01_2696031_2696861	GO:0003674
Ga0573226_01_2696980_2697333	HTH_20
Ga0573226_01_2697365_2697874	LMWPc
Ga0573226_01_2698025_2699074	SBF
Ga0573226_01_2699076_2699723	FCD
Ga0573226_01_2699917_2701158	DAO
Ga0573226_01_2701180_2701866	DUF2270
Ga0573226_01_2702246_2703181	
Ga0573226_01_2704774_2707209	GO:0005622
Ga0573226_01_2707622_2708272	TetR_N
Ga0573226_01_2708256_2709377	AAA_30
Ga0573226_01_2709726_2710691	FA_desaturase
Ga0573226_01_2710688_2711515	Phosphonatebd
Ga0573226_01_2711675_2711980	
Ga0573226_01_2712123_2713499	GO:0003824
Ga0573226_01_2713550_2715985	DAO
Ga0573226_01_2716047_2717624	MTTB
Ga0573226_01_2717873_2718790	APH
Ga0573226_01_2719055_2720473	6PGD
Ga0573226_01_2721103_2721921	AP_endonuc_2
Ga0573226_01_2722009_2722956	2Hacid_dh_C
Ga0573226_01_2722953_2723366	Glyoxalase
Ga0573226_01_2723458_2724327	HTH_1
Ga0573226_01_2724448_2725440	OpuAC
Ga0573226_01_2725510_2726850	Biotin_lipoyl_2
Ga0573226_01_2726903_2729089	ABC_membrane
Ga0573226_01_2729099_2730862	ABC_membrane
Ga0573226_01_2736981_2738471	OEP
Ga0573226_01_2738663_2740702	EAL
Ga0573226_01_2741329_2742012	FCD
Ga0573226_01_2742015_2743049	LacI
Ga0573226_01_2743298_2744665	SBP_bac_1
Ga0573226_01_2744826_2746067	BPD_transp_1
Ga0573226_01_2746067_2747323	BPD_transp_1
Ga0573226_01_2747357_2748448	ABC_tran
Ga0573226_01_2748675_2749214	PCuAC
Ga0573226_01_2749238_2750560	FtsX
Ga0573226_01_2750553_2751233	ABC_tran
Ga0573226_01_2751242_2751682	
Ga0573226_01_2751792_2753279	Alk_phosphatase
Ga0573226_01_2753744_2754532	DeoRC
Ga0573226_01_2754818_2755702	PfkB
Ga0573226_01_2755915_2758347	HAMP
Ga0573226_01_2758413_2759216	KduI
Ga0573226_01_2759213_2760109	AP_endonuc_2
Ga0573226_01_2760367_2762211	TPP_enzyme_C
Ga0573226_01_2762208_2764160	DUF2090
Ga0573226_01_2764184_2764975	ABC_tran
Ga0573226_01_2764977_2766104	BPD_transp_2
Ga0573226_01_2766297_2767238	Peripla_BP_4
Ga0573226_01_2767386_2768228	HTH_6
Ga0573226_01_2768347_2769345	GFO_IDH_MocA
Ga0573226_01_2769600_2770724	GFO_IDH_MocA
Ga0573226_01_2770913_2771587	DSBA
Ga0573226_01_2772229_2774130	Glyco_hydro_42
Ga0573226_01_2774413_2775252	SGL
Ga0573226_01_2775257_2775871	GO:0003824
Ga0573226_01_2775868_2776788	DGOK
Ga0573226_01_2776785_2777549	adh_short_C2
Ga0573226_01_2777611_2779686	Glyco_hydro_36C
Ga0573226_01_2779683_2780531	BPD_transp_1
Ga0573226_01_2780533_2781450	BPD_transp_1
Ga0573226_01_2781544_2782803	SBP_bac_1
Ga0573226_01_2782922_2783710	HTH_IclR
Ga0573226_01_2783744_2784805	ABC_tran
Ga0573226_01_2785159_2786340	DDE_Tnp_1
Ga0573226_01_2786859_2788058	Peripla_BP_6
Ga0573226_01_2788333_2789115	ABC_tran
Ga0573226_01_2789115_2789840	ABC_tran
Ga0573226_01_2789837_2790865	BPD_transp_2
Ga0573226_01_2790875_2791936	BPD_transp_2
Ga0573226_01_2791933_2792727	Abhydrolase_6
Ga0573226_01_2792911_2793162	
Ga0573226_01_2793159_2793920	
Ga0573226_01_2793917_2794984	FMN_bind
Ga0573226_01_2795136_2795357	
Ga0573226_01_2795957_2797933	TPP_enzyme_C
Ga0573226_01_2797958_2799568	Glu_synthase
Ga0573226_01_2799614_2800867	Na_H_Exchanger
Ga0573226_01_2800980_2801762	DUF1194
Ga0573226_01_2802327_2803544	Aminotran_1_2
Ga0573226_01_2803903_2804529	TetR_N
Ga0573226_01_2804555_2805328	ECH_1
Ga0573226_01_2805383_2806924	AMPbinding
Ga0573226_01_2806928_2807317	MaoC_dehydratas
Ga0573226_01_2807314_2807685	
Ga0573226_01_2807713_2808102	NTP_transf_9
Ga0573226_01_2808295_2809551	DUF4147
Ga0573226_01_2809650_2810831	UPF0052
Ga0573226_01_2810845_2811255	RbsD_FucU
Ga0573226_01_2811532_2812638	LacI
Ga0573226_01_2812640_2813989	SBP_bac_1
Ga0573226_01_2814410_2815657	BPD_transp_1
Ga0573226_01_2815654_2816886	BPD_transp_1
Ga0573226_01_2816933_2818222	Trehalase
Ga0573226_01_2818240_2819298	ABC_tran
Ga0573226_01_2819318_2820760	PG_binding_1
Ga0573226_01_2820888_2821763	Bact_transglu_N
Ga0573226_01_2821821_2824226	AlphaE
Ga0573226_01_2824263_2827595	Bact_transglu_N
Ga0573226_01_2827710_2828618	SBP_bac_3
Ga0573226_01_2828941_2830029	Peripla_BP_4
Ga0573226_01_2830166_2831020	GO:0003824
Ga0573226_01_2831298_2832434	Peripla_BP_6
Ga0573226_01_2832999_2834066	Epimerase
Ga0573226_01_2834593_2836332	SBP_bac_1
Ga0573226_01_2836461_2837525	ABC_tran
Ga0573226_01_2837537_2838625	ABC_tran
Ga0573226_01_2838625_2839491	BPD_transp_1
Ga0573226_01_2839503_2840300	BPD_transp_1
Ga0573226_01_2840300_2840578	DUF2160
Ga0573226_01_2840713_2841108	Penicillinase_R
Ga0573226_01_2841095_2842282	Peptidase_M56
Ga0573226_01_2843072_2844952	2Fe2S_thioredx
Ga0573226_01_2844949_2845677	Fer2_4
Ga0573226_01_2845674_2846243	Oxidored_q6
Ga0573226_01_2846258_2847700	NiFeSe_Hases
Ga0573226_01_2847711_2848169	
Ga0573226_01_2848250_2848525	
Ga0573226_01_2848522_2849871	Metallophos
Ga0573226_01_2849889_2850590	His_Phos_1
Ga0573226_01_2850587_2851687	
Ga0573226_01_2851684_2852574	RimK
Ga0573226_01_2852567_2854201	APH
Ga0573226_01_2854194_2854751	NUDIX
Ga0573226_01_2855334_2856203	HTH_6
Ga0573226_01_2856351_2857136	FGase
Ga0573226_01_2857129_2857725	DctQ
Ga0573226_01_2857725_2859065	DctM
Ga0573226_01_2859183_2860232	DctP
Ga0573226_01_2860351_2861718	Glnsynt_C
Ga0573226_01_2861950_2863338	Aldedh
Ga0573226_01_2863642_2864805	FeADH
Ga0573226_01_2865508_2866614	NmrA
Ga0573226_01_2866701_2867279	TetR_N
Ga0573226_01_2867365_2867874	
Ga0573226_01_2868097_2868975	PhzCPhzF
Ga0573226_01_2868985_2870562	Betalactamase
Ga0573226_01_2870875_2871915	GO:0003824
Ga0573226_01_2872145_2872621	
Ga0573226_01_2872626_2873327	BPL_LplA_LipB_2
Ga0573226_01_2873324_2874424	FeS_assembly_P
Ga0573226_01_2874432_2874620	
Ga0573226_01_2874714_2875475	Cytochrom_C
Ga0573226_01_2875492_2877459	Fer4
Ga0573226_01_2877689_2878234	DUF3305
Ga0573226_01_2878248_2878928	DUF3306
Ga0573226_01_2879010_2879618	Nitrate_red_del
Ga0573226_01_2879677_2879877	UCR_FeS_N
Ga0573226_01_2879980_2882871	Molybdop_Fe4S4
Ga0573226_01_2882884_2883477	Fer4
Ga0573226_01_2883609_2884814	Ni_hydr_CYTB
Ga0573226_01_2884921_2886321	Cytochrom_C
Ga0573226_01_2886633_2887469	PBP_like_2
Ga0573226_01_2887466_2888284	ABC_tran
Ga0573226_01_2888277_2888984	BPD_transp_1
Ga0573226_01_2889133_2889759	DUF1801
Ga0573226_01_2892713_2893102	CMD
Ga0573226_01_2893298_2894545	Glyco_hydro_3
Ga0573226_01_2894539_2896089	DctM
Ga0573226_01_2896086_2896589	DctQ
Ga0573226_01_2896919_2898016	DctP
Ga0573226_01_2898069_2899742	Urocanase
Ga0573226_01_2899739_2900566	FGase
Ga0573226_01_2900553_2902109	Lyase_aromatic
Ga0573226_01_2902106_2903311	Amidohydro_1
Ga0573226_01_2903392_2904771	Amidohydro_1
Ga0573226_01_2904788_2905489	GntR
Ga0573226_01_2909277_2913551	HemolysinCabind
Ga0573226_01_2914743_2915636	PD40
Ga0573226_01_2915978_2916805	SLT_2
Ga0573226_01_2917015_2918001	Aldo_ket_red
Ga0573226_01_2918013_2918789	adh_short_C2
Ga0573226_01_2918901_2919815	HTH_1
Ga0573226_01_2921299_2922840	TctA
Ga0573226_01_2922853_2923284	TctB
Ga0573226_01_2923493_2924482	TctC
Ga0573226_01_2924648_2925346	Response_reg
Ga0573226_01_2925339_2926736	2CSK_N
Ga0573226_01_2926733_2927800	SBP_bac_1
Ga0573226_01_2928403_2930556	Plug
Ga0573226_01_2930811_2931899	HemS
Ga0573226_01_2931896_2932792	Peripla_BP_2
Ga0573226_01_2932810_2933934	FecCD
Ga0573226_01_2933945_2934766	ABC_tran
Ga0573226_01_2935823_2937328	Mannitol_dh
Ga0573226_01_2937332_2938105	adh_short_C2
Ga0573226_01_2938102_2939106	ABC_tran
Ga0573226_01_2939117_2939947	BPD_transp_1
Ga0573226_01_2939950_2940822	BPD_transp_1
Ga0573226_01_2940926_2942236	SBP_bac_1
Ga0573226_01_2942401_2943357	MarR_2
Ga0573226_01_2943359_2944081	HAD_2
Ga0573226_01_2944241_2944909	DUF1523
Ga0573226_01_2944915_2946288	
Ga0573226_01_2946285_2948237	AAA
Ga0573226_01_2948247_2949380	
Ga0573226_01_2949405_2950481	
Ga0573226_01_2950828_2951856	LacI
Ga0573226_01_2952085_2953404	SBP_bac_1
Ga0573226_01_2953563_2954510	BPD_transp_1
Ga0573226_01_2954507_2955448	BPD_transp_1
Ga0573226_01_2955445_2955636	
Ga0573226_01_2955642_2956739	ABC_tran
Ga0573226_01_2956732_2957727	ABC_tran
Ga0573226_01_2957739_2959385	Dak1
Ga0573226_01_2960025_2961065	DctP
Ga0573226_01_2961132_2961719	DctQ
Ga0573226_01_2961716_2963032	DctM
Ga0573226_01_2963123_2963887	adh_short
Ga0573226_01_2963898_2964665	ECH_1
Ga0573226_01_2964670_2965155	MarR
Ga0573226_01_2965157_2966992	AMPbinding
Ga0573226_01_2967004_2967876	Amidohydro_2
Ga0573226_01_2967873_2968328	DUF3237
Ga0573226_01_2968553_2970127	AcylCoA_dh_1
Ga0573226_01_2970751_2971743	GFO_IDH_MocA
Ga0573226_01_2971740_2972651	GO:0003824
Ga0573226_01_2972648_2973478	BPD_transp_1
Ga0573226_01_2973478_2974395	BPD_transp_1
Ga0573226_01_2974553_2975767	SBP_bac_1
Ga0573226_01_2975797_2976768	Abhydrolase_3
Ga0573226_01_2976765_2977496	FCD
Ga0573226_01_2977680_2978747	ABC_tran
Ga0573226_01_2978967_2979869	HTH_1
Ga0573226_01_2979943_2980770	DUF1445
Ga0573226_01_2980791_2981843	DctP
Ga0573226_01_2981862_2982410	DctQ
Ga0573226_01_2982410_2983693	DctM
Ga0573226_01_2985323_2986153	Methyltransf_21
Ga0573226_01_2986181_2987326	Glyco_trans_4_4
Ga0573226_01_2987518_2988795	FCSDflav_bind
Ga0573226_01_2988843_2989601	Cytochrom_C
Ga0573226_01_2989676_2990119	DrsE
Ga0573226_01_2990207_2991310	Cytochrom_C
Ga0573226_01_2991294_2992568	Moco_dimer
Ga0573226_01_2992603_2994297	5_nucleotid_C
Ga0573226_01_2994491_2995351	GO:0003824
Ga0573226_01_2995391_2995720	SoxZ
Ga0573226_01_2995751_2996200	SoxY
Ga0573226_01_2996224_2996703	Cytochrom_C
Ga0573226_01_2996883_2997476	Thioredoxin_2
Ga0573226_01_2997498_2998232	DsbD
Ga0573226_01_2998326_2998700	
Ga0573226_01_2998794_2999144	GO:0003674
Ga0573226_01_2999298_3000401	Sulf_transp
Ga0573226_01_3000411_3001349	Lactamase_B
Ga0573226_01_3001465_3002553	Sulf_transp
Ga0573226_01_3002579_3003205	LysE
Ga0573226_01_3003405_3004499	Glyco_hydro_88
Ga0573226_01_3004489_3005994	Glyco_hydro_28
Ga0573226_01_3006062_3007339	SBP_bac_1
Ga0573226_01_3007370_3008488	ABC_tran
Ga0573226_01_3008488_3009405	BPD_transp_1
Ga0573226_01_3009409_3010293	BPD_transp_1
Ga0573226_01_3010613_3011479	AraC_binding
Ga0573226_01_3011518_3012696	UxuA
Ga0573226_01_3012693_3014138	Mannitol_dh
Ga0573226_01_3014128_3014856	adh_short_C2
Ga0573226_01_3014853_3015677	KduI
Ga0573226_01_3015704_3016021	Cupin_2
Ga0573226_01_3016032_3017312	GO:0005623
Ga0573226_01_3017314_3017841	DctQ
Ga0573226_01_3017895_3018875	GO:0005488
Ga0573226_01_3018899_3020341	UxaC
Ga0573226_01_3020436_3021128	FCD
Ga0573226_01_3021131_3022069	PfkB
Ga0573226_01_3022489_3023151	YkuD
Ga0573226_01_3023590_3024567	DJ1_PfpI
Ga0573226_01_3024697_3025407	FCD
Ga0573226_01_3025424_3026341	DHDPS
Ga0573226_01_3026344_3027843	Aldedh
Ga0573226_01_3027840_3029180	DAO
Ga0573226_01_3029712_3030734	ArsP_1
Ga0573226_01_3030825_3031676	HTH_1
Ga0573226_01_3031708_3032814	GO:0003674
Ga0573226_01_3032841_3034388	MTTB
Ga0573226_01_3034502_3035347	HTH_1
Ga0573226_01_3035446_3035982	NAD_binding_11
Ga0573226_01_3036506_3038116	SBP_bac_5
Ga0573226_01_3038328_3039284	BPD_transp_1
Ga0573226_01_3039295_3040359	BPD_transp_1
Ga0573226_01_3040362_3042014	ABC_tran
Ga0573226_01_3045231_3046022	HpcH_HpaI
Ga0573226_01_3046033_3046839	FAA_hydrolase
Ga0573226_01_3046836_3047690	FAA_hydrolase
Ga0573226_01_3047687_3049105	Pyridoxal_deC
Ga0573226_01_3049128_3050108	Glyoxalase
Ga0573226_01_3050124_3050978	LigB
Ga0573226_01_3051005_3052519	Aldedh
Ga0573226_01_3052523_3052909	CHMI
Ga0573226_01_3053012_3053461	MarR
Ga0573226_01_3054227_3055582	Aminotran_3
Ga0573226_01_3055579_3056259	HAD_2
Ga0573226_01_3056249_3057034	HTH_IclR
Ga0573226_01_3057317_3058252	TctC
Ga0573226_01_3058311_3058850	TctB
Ga0573226_01_3058858_3060384	TctA
Ga0573226_01_3060479_3061879	Aldedh
Ga0573226_01_3061896_3063128	UPF0261
Ga0573226_01_3068257_3068649	DUF4150
Ga0573226_01_3069664_3071445	TPR_16
Ga0573226_01_3071464_3073581	HATPase_c
Ga0573226_01_3073578_3074321	Response_reg
Ga0573226_01_3074533_3075573	SBP_bac_6
Ga0573226_01_3075741_3076769	SBP_bac_6
Ga0573226_01_3077020_3079251	BPD_transp_1
Ga0573226_01_3079248_3080309	ABC_tran
Ga0573226_01_3080311_3081150	Inositol_P
Ga0573226_01_3081521_3082528	Epimerase
Ga0573226_01_3082563_3084512	Glyco_transf_21
Ga0573226_01_3084633_3085607	Glyco_hydro_26
Ga0573226_01_3085621_3086214	DUF995
Ga0573226_01_3086179_3087162	Glyco_hydro_26
Ga0573226_01_3087388_3088371	Epimerase
Ga0573226_01_3088879_3091440	DAO
Ga0573226_01_3094369_3095544	PALP
Ga0573226_01_3095600_3096637	DctP
Ga0573226_01_3096672_3097955	DctM
Ga0573226_01_3097955_3098488	DctQ
Ga0573226_01_3098727_3099635	CN_hydrolase
Ga0573226_01_3099857_3100624	BPD_transp_1
Ga0573226_01_3100621_3101415	ABC_tran
Ga0573226_01_3101456_3102466	NMT1
Ga0573226_01_3102689_3103414	Response_reg
Ga0573226_01_3103411_3106449	GAF
Ga0573226_01_3106631_3107293	HAD_2
Ga0573226_01_3107290_3107844	AhpCTSA
Ga0573226_01_3107941_3108642	Ribul_P_3_epim
Ga0573226_01_3108674_3109606	AAA
Ga0573226_01_3109679_3110098	RuBisCO_small
Ga0573226_01_3110158_3111621	RuBisCO_large
Ga0573226_01_3111649_3112728	F_bP_aldolase
Ga0573226_01_3112745_3114733	Transket_pyr
Ga0573226_01_3114745_3115617	PRK
Ga0573226_01_3115659_3116666	FBPase
Ga0573226_01_3116761_3117711	HTH_1
Ga0573226_01_3117898_3118629	YrhK
Ga0573226_01_3118657_3119382	FCD
Ga0573226_01_3119510_3120535	DctP
Ga0573226_01_3120631_3121152	DctQ
Ga0573226_01_3121142_3122458	DctM
Ga0573226_01_3122469_3122633	
Ga0573226_01_3122636_3124372	ILVD_EDD
Ga0573226_01_3124510_3126042	Aldedh
Ga0573226_01_3126045_3126755	RraAlike
Ga0573226_01_3128787_3129170	Cytochrom_C
Ga0573226_01_3129411_3130634	Aminotran_1_2
Ga0573226_01_3130817_3131521	HTH_Crp_2
Ga0573226_01_3131527_3132081	DUF4202
Ga0573226_01_3132071_3132343	COX4_pro
Ga0573226_01_3132351_3132854	COX3
Ga0573226_01_3132931_3134868	VWA
Ga0573226_01_3134879_3135688	AAA_5
Ga0573226_01_3135694_3137064	COX1
Ga0573226_01_3137089_3137541	Cytochrom_C
Ga0573226_01_3137646_3138530	ApbE
Ga0573226_01_3138527_3140587	FMN_bind
Ga0573226_01_3140719_3142482	GO:0005623
Ga0573226_01_3142551_3143354	CysG_dimeriser
Ga0573226_01_3143347_3143664	GO:0005623
Ga0573226_01_3143661_3144809	Cytochrom_D1
Ga0573226_01_3144813_3145802	HTH_AsnCtype
Ga0573226_01_3145799_3146254	HTH_AsnCtype
Ga0573226_01_3146251_3146739	HTH_AsnCtype
Ga0573226_01_3146743_3147963	Fer4_12
Ga0573226_01_3147938_3149485	Cytochrom_D1
Ga0573226_01_3149541_3150185	CbiX
Ga0573226_01_3150182_3150424	
Ga0573226_01_3150440_3150838	
Ga0573226_01_3150910_3151926	ApbE
Ga0573226_01_3151923_3152477	NosL
Ga0573226_01_3152474_3153304	ABC2_membrane_2
Ga0573226_01_3153308_3154213	ABC_tran
Ga0573226_01_3154210_3155493	NosD
Ga0573226_01_3155496_3157406	COX2
Ga0573226_01_3157437_3159647	FMN_bind
Ga0573226_01_3159804_3161024	NnrS
Ga0573226_01_3161180_3161566	
Ga0573226_01_3161539_3162450	Peptidase_U32
Ga0573226_01_3162454_3163455	Peptidase_U32
Ga0573226_01_3163455_3164141	SCP2
Ga0573226_01_3164172_3165692	UbiD
Ga0573226_01_3165679_3166293	Flavoprotein
Ga0573226_01_3166395_3166907	DUF454
Ga0573226_01_3167226_3169601	FeoA
Ga0573226_01_3171090_3172697	Glycos_transf_1
Ga0573226_01_3172723_3173841	DegT_DnrJ_EryC1
Ga0573226_01_3173838_3174758	GFO_IDH_MocA
Ga0573226_01_3174872_3175702	BKACE
Ga0573226_01_3175728_3176222	FdtA
Ga0573226_01_3176368_3177933	Glyco_transf_4
Ga0573226_01_3178012_3179028	BPD_transp_2
Ga0573226_01_3179047_3180555	ABC_tran
Ga0573226_01_3180641_3181588	Peripla_BP_4
Ga0573226_01_3182004_3182996	Peripla_BP_4
Ga0573226_01_3183034_3184014	Epimerase
Ga0573226_01_3184195_3184935	ABC_tran
Ga0573226_01_3184950_3185945	GO:0005623
